character,count,selected_count,train_count,test_count,val_count,id
Kasamatsu Yukio,129,99,79,10,10,3012
Cocoa Cookie,128,99,79,10,10,3013
Tohsaka Tokiomi,123,99,79,10,10,3014
Konoe,122,99,79,10,10,3015
Faye Valentine,121,99,79,10,10,3016
Saga (Arknights),121,99,79,10,10,3017
Jude Mathis,121,99,79,10,10,3018
Perfumer,121,99,79,10,10,3019
Shinguuji Sakura,120,99,79,10,10,3020
Dekomori Sanae,120,99,79,10,10,3021
Hindenburg (Azur Lane),112,99,79,10,10,3022
Fa Zheng,111,99,79,10,10,3023
Foreigner (Kukulkan),111,99,79,10,10,3024
Kagurazaka Shiki,110,99,79,10,10,3025
Hakari Atsuko,109,99,79,10,10,3026
Sideroca,107,99,79,10,10,3027
Dola (VTuber),107,99,79,10,10,3028
Henri Lambert,106,99,79,10,10,3029
Ienaga Mugi,104,99,79,10,10,3030
Yggdrasil (Granblue Fantasy),103,99,79,10,10,3031
Yugo (Wakfu),191,98,78,10,10,3032
Mori Motonari (Sengoku Basara),156,98,78,10,10,3033
Honda Tohru,134,98,78,10,10,3034
Lithuania,133,98,78,10,10,3035
Jellal Fernandes,130,98,78,10,10,3036
Mishima Kazuya,129,98,78,10,10,3037
Will of the Abyss,128,98,78,10,10,3038
Takashina Sarafumi,127,98,78,10,10,3039
Kurotsuchi Nemu,124,98,78,10,10,3040
Female Protagonist (Fate/EXTRA),124,98,78,10,10,3041
Rio Rollins,122,98,78,10,10,3042
Eureka,119,98,78,10,10,3043
Xion,118,98,78,10,10,3044
Elise (Sound Horizon),116,98,78,10,10,3045
Asada Shino,116,98,78,10,10,3046
Athena Asamiya,115,98,78,10,10,3047
Saber (Fate/Samurai Remnant),113,98,78,10,10,3048
Sakuraba Laura,111,98,78,10,10,3049
Matoimaru,109,98,78,10,10,3050
Kiyosumi Akira,103,98,78,10,10,3051
Queen Elizabeth,102,98,78,10,10,3052
Hishi Amazon,98,98,78,10,10,3053
Denji,223,97,78,10,9,3054
Shionji Yuuko,149,97,78,10,9,3055
Hayakawa Aki,143,97,78,10,9,3056
Shen QingQiu,140,97,78,10,9,3057
Zhou Yu,138,97,78,10,9,3058
Shikimori Micchon,137,97,78,10,9,3059
Senju Tobirama,136,97,78,10,9,3060
Fami,134,97,78,10,9,3061
Rokujo Chikage,129,97,78,10,9,3062
Lancer (Fate/Prototype),128,97,78,10,9,3063
Lancer (Hektor),127,97,78,10,9,3064
Mo Ran,126,97,78,10,9,3065
Pieck Finger,126,97,78,10,9,3066
Gunji,125,97,78,10,9,3067
flower (VOCALOID),122,97,78,10,9,3068
Zyra,118,97,78,10,9,3069
Kirschtaria Wodime,118,97,78,10,9,3070
Neo-Queen Serenity,117,97,78,10,9,3071
Alexandrina Sebastiane,116,97,78,10,9,3072
Kasuga Nozomi,115,97,78,10,9,3073
Haku (Sen to Chihiro no Kamikakushi),115,97,78,10,9,3074
Nohara Rin,114,97,78,10,9,3075
Kuraki Suzuna,113,97,78,10,9,3076
Silent Magician,113,97,78,10,9,3077
Nami (ONE PIECE),112,97,78,10,9,3078
Neko (K Project),109,97,78,10,9,3079
Mukaido Manaka,108,97,78,10,9,3080
STAR-15,106,97,78,10,9,3081
Grass Wonder,105,97,78,10,9,3082
Labrynth of the Silver Castle,103,97,78,10,9,3083
Alice Cartelet,102,97,78,10,9,3084
Otokura Yuuki,102,97,78,10,9,3085
Mifune Miyu,100,97,78,10,9,3086
Zenno Rob Roy,99,97,78,10,9,3087
I-26 (Kantai Collection),98,97,78,10,9,3088
Pikachu,718,96,77,10,9,3089
Undertaker,216,96,77,10,9,3090
Kamina (Tengen Toppa Gurren-Lagann),150,96,77,10,9,3091
Fyodor Dostoyevsky,142,96,77,10,9,3092
Yagyuu Kyuubei,134,96,77,10,9,3093
Matsuba (Pokﾃｩmon),130,96,77,10,9,3094
Kusanagi Nene,124,96,77,10,9,3095
Gladiia,120,96,77,10,9,3096
Strawberry Crepe Cookie,118,96,77,10,9,3097
Rosmontis,112,96,77,10,9,3098
Marui Bunta,112,96,77,10,9,3099
Pyrrha Nikos,110,96,77,10,9,3100
Amane Suzuha,109,96,77,10,9,3101
Marianne von Edmund,109,96,77,10,9,3102
Durandal,107,96,77,10,9,3103
Xun Yu,106,96,77,10,9,3104
Assassin (Cleopatra),105,96,77,10,9,3105
Hanamichi Ran,105,96,77,10,9,3106
Thorns (Arknights),105,96,77,10,9,3107
Minegumo (Kantai Collection),102,96,77,10,9,3108
Johnston (Kantai Collection),99,96,77,10,9,3109
Carrot (ONE PIECE),147,95,76,10,9,3110
Min Min (ARMS),145,95,76,10,9,3111
Bort (Houseki no Kuni),137,95,76,10,9,3112
Jonathan Joestar,136,95,76,10,9,3113
Toujou Kirumi,133,95,76,10,9,3114
Orianna,129,95,76,10,9,3115
Tenjou Utena,123,95,76,10,9,3116
Petra Ral,118,95,76,10,9,3117
Hope Estheim,118,95,76,10,9,3118
Sakurai Ruka,116,95,76,10,9,3119
Fuji Shuusuke,114,95,76,10,9,3120
Aponia,113,95,76,10,9,3121
Saber (Setanta),113,95,76,10,9,3122
Yue (Cardcaptor Sakura),109,95,76,10,9,3123
Kanade Izuru,108,95,76,10,9,3124
Takebe Saori,106,95,76,10,9,3125
Mimosa (Pokﾃｩmon),104,95,76,10,9,3126
Pola,102,95,76,10,9,3127
Gravel (Arknights),101,95,76,10,9,3128
Ansel,100,95,76,10,9,3129
Fletcher (Kantai Collection),100,95,76,10,9,3130
Velvet,175,94,75,9,10,3131
Speed-o'-Sound Sonic,129,94,75,9,10,3132
Talulah,124,94,75,9,10,3133
Tendo Nabiki,123,94,75,9,10,3134
Kalifa,121,94,75,9,10,3135
Ichinose Minori,119,94,75,9,10,3136
Ramlethal Valentine,116,94,75,9,10,3137
Tiamat (Fate/Grand Order),110,94,75,9,10,3138
Yuzuhara Konomi,109,94,75,9,10,3139
Nanao Yuriko,106,94,75,9,10,3140
Ginga Bishounen,106,94,75,9,10,3141
Pola (Kantai Collection),105,94,75,9,10,3142
Suzuki Hina,104,94,75,9,10,3143
Hatsuyuki (Kantai Collection),103,94,75,9,10,3144
Admiral Hipper,100,94,75,9,10,3145
Miya Utsu-tsu,99,94,75,9,10,3146
Tama (Kantai Collection),98,94,75,9,10,3147
Nathaniel (Amour Sucrﾃｩ),97,94,75,9,10,3148
Mitsumine Yuika,96,94,75,9,10,3149
Tsuchinaga Hiyori,94,94,75,9,10,3150
Death the Kid,170,93,74,9,10,3151
Eridan Ampora,157,93,74,9,10,3152
Heiwajima Kasuka,127,93,74,9,10,3153
Kuroki Tomoko,125,93,74,9,10,3154
Jasmine (Aladdin),120,93,74,9,10,3155
Shiranui Kazuki,120,93,74,9,10,3156
Draco Malfoy,119,93,74,9,10,3157
Kamishiro Rui,115,93,74,9,10,3158
Norman (Yakusoku no Neverland),112,93,74,9,10,3159
El Dorado no Berserker,112,93,74,9,10,3160
Maria Cadenzavna Eve,109,93,74,9,10,3161
Segawa Onpu,109,93,74,9,10,3162
Kitazawa Hagumi,109,93,74,9,10,3163
Emilie (Genshin Impact),108,93,74,9,10,3164
Hoshimiya Kate,107,93,74,9,10,3165
Mankanshoku Mako,106,93,74,9,10,3166
Len (Tsukihime),105,93,74,9,10,3167
Dainsleif,104,93,74,9,10,3168
Chevreuse,103,93,74,9,10,3169
Satake Minako,102,93,74,9,10,3170
Chapayev,102,93,74,9,10,3171
Kochou Kanae,102,93,74,9,10,3172
Cheria Barnes,100,93,74,9,10,3173
G36 (Girls Frontline),99,93,74,9,10,3174
Skirk,98,93,74,9,10,3175
RFB (Girls Frontline),96,93,74,9,10,3176
Shigure (Azur Lane),95,93,74,9,10,3177
Senju Hashirama,165,92,74,9,9,3178
Kazuma Asogi,133,92,74,9,9,3179
Stella Vermillion,128,92,74,9,9,3180
Koko Hekmatyar,124,92,74,9,9,3181
Zaizen Hikaru,121,92,74,9,9,3182
Ashe (Overwatch),120,92,74,9,9,3183
Lucilius (Granblue Fantasy),117,92,74,9,9,3184
Nanachi (Made in Abyss),116,92,74,9,9,3185
Ankou,116,92,74,9,9,3186
Tsukiyama Shuu,116,92,74,9,9,3187
Isekaijoucho (VTuber),115,92,74,9,9,3188
Mitsuki (NARUTO),112,92,74,9,9,3189
Takatsuka Azusa,111,92,74,9,9,3190
Takagi Saya,111,92,74,9,9,3191
Saileach,108,92,74,9,9,3192
Titus Alexius,107,92,74,9,9,3193
Long Island,106,92,74,9,9,3194
Manabe Jinichirou,104,92,74,9,9,3195
Hiroi Kikuri,103,92,74,9,9,3196
Miwa Taishi,102,92,74,9,9,3197
Manabe Nodoka,102,92,74,9,9,3198
Takamiya Rion,101,92,74,9,9,3199
Yamano Remon,101,92,74,9,9,3200
Arashi (Kantai Collection),101,92,74,9,9,3201
Bernadetta von Varley,100,92,74,9,9,3202
Griffith,154,91,73,9,9,3203
Diego Brando,134,91,73,9,9,3204
Minase Natsuhiko,128,91,73,9,9,3205
Elefseus,122,91,73,9,9,3206
Hanato Kobato,118,91,73,9,9,3207
Nishinoya Yuu,118,91,73,9,9,3208
Mavis Vermillion,116,91,73,9,9,3209
Rook Hunt,116,91,73,9,9,3210
Sarutobi Ayame,116,91,73,9,9,3211
YANHE,112,91,73,9,9,3212
Beret (Fire Emblem),112,91,73,9,9,3213
Azusawa Kohane,110,91,73,9,9,3214
Kagehira Mika,110,91,73,9,9,3215
Rider (Kyokutei Bakin),108,91,73,9,9,3216
Scarlet (NIKKE),106,91,73,9,9,3217
Taroutachi,103,91,73,9,9,3218
Rita Mordio,102,91,73,9,9,3219
Estelle (Arknights),102,91,73,9,9,3220
Ibuki Fuko,101,91,73,9,9,3221
Takane Manaka,100,91,73,9,9,3222
Pavolia Reine,99,91,73,9,9,3223
Kazamaki Matsuri (Female),98,91,73,9,9,3224
Power Girl,98,91,73,9,9,3225
Katyusha (GIRLS und PANZER),98,91,73,9,9,3226
Katsuragi (Kantai Collection),96,91,73,9,9,3227
Suzuya (Azur Lane),91,91,73,9,9,3228
Mettaton EX,153,90,72,9,9,3229
Marceline Abadeer,143,90,72,9,9,3230
Hotaru (Splatoon),133,90,72,9,9,3231
Douma (Kimetsu no Yaiba),131,90,72,9,9,3232
Lucifer (Shingeki no Bahamut),124,90,72,9,9,3233
Chibitalia,124,90,72,9,9,3234
Kagari Shuusei,122,90,72,9,9,3235
Matara Okina,117,90,72,9,9,3236
Kotozume Yukari,117,90,72,9,9,3237
Suzukake,115,90,72,9,9,3238
Souza Samonji,113,90,72,9,9,3239
Kaai Yuki,111,90,72,9,9,3240
Mito Mashiro,111,90,72,9,9,3241
Hiita the Fire Charmer,109,90,72,9,9,3242
Primula (Shuffle!),109,90,72,9,9,3243
Trish Una,107,90,72,9,9,3244
Rikku,105,90,72,9,9,3245
Makira (Granblue Fantasy),104,90,72,9,9,3246
Lupusregina Beta,99,90,72,9,9,3247
Perrine H. Clostermann,98,90,72,9,9,3248
Takamori Aiko,97,90,72,9,9,3249
Bluebell,96,90,72,9,9,3250
Kirishima Roa,95,90,72,9,9,3251
Asashimo (Kantai Collection),94,90,72,9,9,3252
Loona (Helluva Boss),196,89,71,9,9,3253
Walpeach,161,89,71,9,9,3254
Xu Fu (Fate/Grand Order),143,89,71,9,9,3255
5-Volt,130,89,71,9,9,3256
Gold (Pokﾃｩmon SPECIAL),129,89,71,9,9,3257
Kasen Kanesada,122,89,71,9,9,3258
Fujisaki Chihiro,113,89,71,9,9,3259
Ryu Lion,109,89,71,9,9,3260
Yune (Ikoku Meiro no Croisee),108,89,71,9,9,3261
Nadja Applefield,107,89,71,9,9,3262
Fuyou Kaede,105,89,71,9,9,3263
Caster (Tonelico),104,89,71,9,9,3264
Archetype Earth,104,89,71,9,9,3265
Hino Kahoko,102,89,71,9,9,3266
Eris (Asobi ni Iku yo!),102,89,71,9,9,3267
Elizabeth Liones,101,89,71,9,9,3268
Leonmitchelli Galette des Rois,100,89,71,9,9,3269
Nyotengu,99,89,71,9,9,3270
Eunie,99,89,71,9,9,3271
Yuuki Chihiro,98,89,71,9,9,3272
Haniyasushin Keiki,98,89,71,9,9,3273
Moon Cancer (BB Dubai),98,89,71,9,9,3274
Hibari (Senran Kagura),96,89,71,9,9,3275
Satou Shin,95,89,71,9,9,3276
Mogador,94,89,71,9,9,3277
Archer (Zenobia),93,89,71,9,9,3278
UNI (VOCALOID),93,89,71,9,9,3279
Hiodoshi Ao,90,89,71,9,9,3280
Eustass Kid,192,88,70,9,9,3281
Daybit Sem Void,188,88,70,9,9,3282
Fay D. Flourite,155,88,70,9,9,3283
Myoudouin Itsuki,123,88,70,9,9,3284
Shinsou Hitoshi,121,88,70,9,9,3285
William James Moriarty,117,88,70,9,9,3286
Falin Touden,116,88,70,9,9,3287
Karuizawa Kei,111,88,70,9,9,3288
Kozato Enma,110,88,70,9,9,3289
Sasagawa Kyoko,110,88,70,9,9,3290
Sirius Black,110,88,70,9,9,3291
Eve (Elsword),105,88,70,9,9,3292
Estellise Sidos Heurassein,103,88,70,9,9,3293
Kotonoha Akane,99,88,70,9,9,3294
Last Order,98,88,70,9,9,3295
Star Sapphire,97,88,70,9,9,3296
Saotome Rei,96,88,70,9,9,3297
Vermeil (Arknights),96,88,70,9,9,3298
Lancer (Yu Mei-ren),95,88,70,9,9,3299
Franka,94,88,70,9,9,3300
Focalors,94,88,70,9,9,3301
Arisaka Mashiro,93,88,70,9,9,3302
Mafumafu,135,87,70,9,8,3303
Princess Celestia,127,87,70,9,8,3304
Benimaru Shinmon (Enen no Shouboutai),125,87,70,9,8,3305
Hellagur,124,87,70,9,8,3306
Vi (League of Legends),122,87,70,9,8,3307
Marufuji Ryou,114,87,70,9,8,3308
Ouma Shu,110,87,70,9,8,3309
Aozaki Touko,107,87,70,9,8,3310
Shitara Seiji,107,87,70,9,8,3311
Ladybug (Character),107,87,70,9,8,3312
Stellar Loussier,105,87,70,9,8,3313
Oikawa Tsurara,105,87,70,9,8,3314
Sailor V,103,87,70,9,8,3315
Miniwa Tsumiki,101,87,70,9,8,3316
Black Cat (Felicia Hardy),99,87,70,9,8,3317
Emilico,97,87,70,9,8,3318
Rope (Arknights),96,87,70,9,8,3319
Tirpitz,96,87,70,9,8,3320
Erica Hartmann,95,87,70,9,8,3321
Wang Yuanji,93,87,70,9,8,3322
Etorofu (Kantai Collection),93,87,70,9,8,3323
U-47,92,87,70,9,8,3324
Futaba Tsukushi,92,87,70,9,8,3325
Cuora,91,87,70,9,8,3326
Tokugawa Ieyasu (Sengoku Basara),148,86,69,9,8,3327
Narancia Ghirga,123,86,69,9,8,3328
Mimino Kurumi,117,86,69,9,8,3329
Zuko,114,86,69,9,8,3330
Yuezheng Ling,114,86,69,9,8,3331
Yotsuba Tamaki,112,86,69,9,8,3332
Hoshino Aquamarine,111,86,69,9,8,3333
Andou Mahoro,108,86,69,9,8,3334
Athrun Zala,108,86,69,9,8,3335
Gareki,105,86,69,9,8,3336
Alisa Reinford,105,86,69,9,8,3337
Juzumaru Tsunetsugu,103,86,69,9,8,3338
TAITO (VOCALOID),103,86,69,9,8,3339
Bel (Pokﾃｩmon),103,86,69,9,8,3340
Sherlock Shellingford,103,86,69,9,8,3341
Elin,103,86,69,9,8,3342
Kanzaki Mizuki,102,86,69,9,8,3343
Dorothy (SINoALICE),101,86,69,9,8,3344
Himesato Maria,101,86,69,9,8,3345
Takimoto Hifumi,100,86,69,9,8,3346
Kujaku Mai,100,86,69,9,8,3347
Freyja Wion,97,86,69,9,8,3348
Tokiko (Touhou),96,86,69,9,8,3349
Alsace,93,86,69,9,8,3350
Tsuruhime Yachiyo,93,86,69,9,8,3351
Rozaliya Olenyeva,92,86,69,9,8,3352
Tsushima (Kantai Collection),92,86,69,9,8,3353
Mamiya (Kantai Collection),88,86,69,9,8,3354
Makigumo (Kantai Collection),88,86,69,9,8,3355
Matikane Tannhauser,88,86,69,9,8,3356
Sonic the Hedgehog (Character),448,85,68,8,9,3357
Kakuzu,156,85,68,8,9,3358
The Inquisitor,135,85,68,8,9,3359
Touya (Pokﾃｩmon),121,85,68,8,9,3360
Yubel,120,85,68,8,9,3361
Haou,120,85,68,8,9,3362
Gian Carlo,117,85,68,8,9,3363
Whipped Cream Cookie,113,85,68,8,9,3364
Ryomou Shimei,111,85,68,8,9,3365
Tsukimori Len,111,85,68,8,9,3366
Archer (Fate/Prototype: Sougin no Fragments),107,85,68,8,9,3367
Princess Bonnibel Bubblegum,107,85,68,8,9,3368
Suletta Mercury,106,85,68,8,9,3369
Sigma (Bungou Stray Dogs),105,85,68,8,9,3370
Baiken (Guilty Gear),105,85,68,8,9,3371
Nu-13,103,85,68,8,9,3372
Sakyo Shizuma,100,85,68,8,9,3373
Tear Grants,94,85,68,8,9,3374
Airani Iofifteen,94,85,68,8,9,3375
Utazumi Sakurako,93,85,68,8,9,3376
Sovetskaya Rossiya,93,85,68,8,9,3377
Kar98k (Girls Frontline),92,85,68,8,9,3378
Kazekura Moe,90,85,68,8,9,3379
Honoka (Dead or Alive),90,85,68,8,9,3380
I:P Masquerena,89,85,68,8,9,3381
North Carolina,89,85,68,8,9,3382
Gamzee Makara,180,84,67,8,9,3383
Husk,161,84,67,8,9,3384
Aubrey,136,84,67,8,9,3385
Amamiya Hibiya,136,84,67,8,9,3386
Shiki (TNC),135,84,67,8,9,3387
Sarutobi Sasuke,132,84,67,8,9,3388
Alice Liddell,127,84,67,8,9,3389
Yamanami Keisuke (Fate/Grand Order),118,84,67,8,9,3390
Momomiya Ichigo,117,84,67,8,9,3391
Kirihara Akaya,116,84,67,8,9,3392
Okumura Haru,113,84,67,8,9,3393
LeBlanc,112,84,67,8,9,3394
Horikita Suzune,109,84,67,8,9,3395
Kazama Jin,109,84,67,8,9,3396
Tomoe Yoh,106,84,67,8,9,3397
Crystal (Pokﾃｩmon SPECIAL),104,84,67,8,9,3398
Pekoyama Peko,100,84,67,8,9,3399
Sanya V. Litvyak,99,84,67,8,9,3400
Raven (Tales of Vesperia),97,84,67,8,9,3401
Vita,97,84,67,8,9,3402
Lico (Black Star),96,84,67,8,9,3403
Yashajin Ai,93,84,67,8,9,3404
Li Meiling,93,84,67,8,9,3405
Ken Masters,93,84,67,8,9,3406
Ayasato Mayoi,92,84,67,8,9,3407
Igusa Haruka,91,84,67,8,9,3408
Aiba Yumi,90,84,67,8,9,3409
Taki,90,84,67,8,9,3410
Kirifuji Nagisa,90,84,67,8,9,3411
Hatsushimo (Kantai Collection),90,84,67,8,9,3412
Lancer (Utsumi Erice),89,84,67,8,9,3413
Fine Motion,86,84,67,8,9,3414
Hei,138,83,66,8,9,3415
Caster (Wolfgang Amadeus Mozart),121,83,66,8,9,3416
Nidalee,116,83,66,8,9,3417
Faust (Mahoutsukai no Yakusoku),109,83,66,8,9,3418
Sasazuka Takeru,103,83,66,8,9,3419
Liliana Adornato,102,83,66,8,9,3420
Pit,100,83,66,8,9,3421
Artemisia (Sound Horizon),100,83,66,8,9,3422
Pretender (Cait Cu Miko-Cer),98,83,66,8,9,3423
Hoshino Ichika (Project Sekai),98,83,66,8,9,3424
Tenshouin Eichi,97,83,66,8,9,3425
Aragami Ouga,96,83,66,8,9,3426
Mizunashi Akari,95,83,66,8,9,3427
Himemiya Touri,95,83,66,8,9,3428
Milim Nava,95,83,66,8,9,3429
Niyah (Xenoblade 2),94,83,66,8,9,3430
Dobermann,93,83,66,8,9,3431
Rupee,92,83,66,8,9,3432
Saber (Rama),91,83,66,8,9,3433
Tada Riina,91,83,66,8,9,3434
Rosetta (Granblue Fantasy),89,83,66,8,9,3435
Aizawa Ema,86,83,66,8,9,3436
Suguro Ryuji,130,82,66,8,8,3437
Ayase Saki,126,82,66,8,8,3438
Saegusa Kii,118,82,66,8,8,3439
Stella (Sound Horizon),111,82,66,8,8,3440
Giggles (HTF),108,82,66,8,8,3441
Pomegranate Cookie,106,82,66,8,8,3442
Naruko Shoukichi,104,82,66,8,8,3443
Saber (Watanabe no Tsuna),103,82,66,8,8,3444
Jean Otus,103,82,66,8,8,3445
Tezuka Kunimitsu,103,82,66,8,8,3446
Yumeno Himiko,103,82,66,8,8,3447
Huohuo,100,82,66,8,8,3448
Princess Usagi Small Lady Serenity,100,82,66,8,8,3449
L-Elf Karlstein,99,82,66,8,8,3450
Princess Shokora,98,82,66,8,8,3451
Android 21,92,82,66,8,8,3452
Bel-chan,91,82,66,8,8,3453
Kinugasa (Kantai Collection),91,82,66,8,8,3454
Natsume Mai,89,82,66,8,8,3455
Minneapolis,89,82,66,8,8,3456
Kurashina Asuka,88,82,66,8,8,3457
Judith (Tales of Vesperia),88,82,66,8,8,3458
Shiramine Rika,87,82,66,8,8,3459
Indigo (Arknights),87,82,66,8,8,3460
Signum,87,82,66,8,8,3461
Negev,86,82,66,8,8,3462
Hisakawa Hayate,84,82,66,8,8,3463
Lain Paterson,83,82,66,8,8,3464
Hollow Ichigo,337,81,65,8,8,3465
Yuri Petrov,164,81,65,8,8,3466
Kamukura Izuru,136,81,65,8,8,3467
Niwa Daisuke,132,81,65,8,8,3468
Near,121,81,65,8,8,3469
Mi-chan,115,81,65,8,8,3470
Amatsuki (Nico Nico Singer),111,81,65,8,8,3471
Kanra,109,81,65,8,8,3472
Astel Leda,107,81,65,8,8,3473
Himuro Inori,106,81,65,8,8,3474
V (Yu-Gi-Oh! ZEXAL),104,81,65,8,8,3475
Aki Shizuha,103,81,65,8,8,3476
Tilarna Exedilika,103,81,65,8,8,3477
Kusanagi Izumo,102,81,65,8,8,3478
Natane (Pokﾃｩmon),102,81,65,8,8,3479
Hoshina Utau,101,81,65,8,8,3480
Takeyama Yuu,96,81,65,8,8,3481
Lime Cookie,95,81,65,8,8,3482
Niihashi Noel,95,81,65,8,8,3483
Karin (NARUTO),94,81,65,8,8,3484
Kasane Ted,94,81,65,8,8,3485
Emerald (For All Time),92,81,65,8,8,3486
Erilyn,92,81,65,8,8,3487
Kudamaki Tsukasa,90,81,65,8,8,3488
Etou Kanami,90,81,65,8,8,3489
Yui (Sword Art Online),89,81,65,8,8,3490
Yumi (Senran Kagura),89,81,65,8,8,3491
Tashkent,88,81,65,8,8,3492
Shino Hajime,88,81,65,8,8,3493
Lee (Saraki),87,81,65,8,8,3494
Juujou Hiyori,87,81,65,8,8,3495
Touhoku Zunko,87,81,65,8,8,3496
Air Groove,87,81,65,8,8,3497
Nishimiya Shouko,87,81,65,8,8,3498
Baizhu,86,81,65,8,8,3499
Iijima Yun,86,81,65,8,8,3500
Tsukimi Eiko,86,81,65,8,8,3501
Inui Sajuna,85,81,65,8,8,3502
Yuisis (Granblue Fantasy),84,81,65,8,8,3503
Finana Ryugu,84,81,65,8,8,3504
Mannen Sakura no Uwasa,82,81,65,8,8,3505
Kson,81,81,65,8,8,3506
Rouge the Bat,142,80,64,8,8,3507
Spike Spiegel,140,80,64,8,8,3508
Nougami Neuro,134,80,64,8,8,3509
Sollux Captor,124,80,64,8,8,3510
Aradia Megido,120,80,64,8,8,3511
Tsukimiya Ayu,119,80,64,8,8,3512
Edna (Tales of Zestiria),114,80,64,8,8,3513
Bazett Fraga McRemitz,106,80,64,8,8,3514
Garnet Til Alexandros XVII,102,80,64,8,8,3515
Rinoa Heartilly,102,80,64,8,8,3516
Kaizuka Inaho,101,80,64,8,8,3517
Cater Diamond,101,80,64,8,8,3518
Yagyuu Juubei,100,80,64,8,8,3519
Yokoyama Ishimi,98,80,64,8,8,3520
Ayuzawa Misaki,98,80,64,8,8,3521
Femirins,96,80,64,8,8,3522
707 (Mystic Messenger),95,80,64,8,8,3523
Mousse (Arknights),94,80,64,8,8,3524
Puchiko,94,80,64,8,8,3525
Melon-chan,93,80,64,8,8,3526
Tsuyuzaki Mahiru,93,80,64,8,8,3527
Yamada Jirou,92,80,64,8,8,3528
Naminﾃｩ,92,80,64,8,8,3529
Dan Heng,92,80,64,8,8,3530
KAIKO,90,80,64,8,8,3531
Meteor (Arknights),88,80,64,8,8,3532
Kitazawa Shiho,88,80,64,8,8,3533
Mulberry,87,80,64,8,8,3534
Viper (NIKKE),87,80,64,8,8,3535
Yuuhi Riri,87,80,64,8,8,3536
Moon Cancer (Tenochtitlan),86,80,64,8,8,3537
Ichikawa Hinana,86,80,64,8,8,3538
Komiya Kaho,85,80,64,8,8,3539
Copano Rickey,84,80,64,8,8,3540
Sorn (Granblue Fantasy),84,80,64,8,8,3541
I-14 (Kantai Collection),82,80,64,8,8,3542
STRength,145,79,63,8,8,3543
Verosika Mayday,128,79,63,8,8,3544
Sakamoto Tatsuma,124,79,63,8,8,3545
Shikimi (Pokﾃｩmon),122,79,63,8,8,3546
Jounouchi Katsuya,121,79,63,8,8,3547
Pinocchio (SINoALICE),111,79,63,8,8,3548
Otsutsuki Indra,106,79,63,8,8,3549
Chaika Trabant,104,79,63,8,8,3550
Shigure Asa,102,79,63,8,8,3551
Kouyama Mitsuki,102,79,63,8,8,3552
Corrector Yui (Character),101,79,63,8,8,3553
Shining Glitter Cookie,100,79,63,8,8,3554
Miyaji Ryunosuke,99,79,63,8,8,3555
Hyuuga Saki,99,79,63,8,8,3556
Levy McGarden,99,79,63,8,8,3557
Iris (Pokﾃｩmon),97,79,63,8,8,3558
Clarence (For All Time),97,79,63,8,8,3559
Avenger (Gorgon),95,79,63,8,8,3560
Karna (Santa),95,79,63,8,8,3561
Valkyrie (P&D),94,79,63,8,8,3562
Sonia Nevermind,94,79,63,8,8,3563
Baji Keisuke,93,79,63,8,8,3564
Lune (KnzSS),92,79,63,8,8,3565
Akizuki Ryou,91,79,63,8,8,3566
Natsuki Mikuru,91,79,63,8,8,3567
Yonaga Angie,90,79,63,8,8,3568
Shannon,90,79,63,8,8,3569
Ohto Ai,89,79,63,8,8,3570
Majin Android 21,88,79,63,8,8,3571
Ricotta Elmar,87,79,63,8,8,3572
Cthuko,87,79,63,8,8,3573
Lin Yuxia,87,79,63,8,8,3574
San Diego,87,79,63,8,8,3575
Ceylon,87,79,63,8,8,3576
Sword Maiden,87,79,63,8,8,3577
Ryuhou (Kantai Collection),86,79,63,8,8,3578
OTs-14 (Girls Frontline),85,79,63,8,8,3579
Luna Child,85,79,63,8,8,3580
Kousaka Umi,85,79,63,8,8,3581
Mogami (Kantai Collection),84,79,63,8,8,3582
Shoebill (Kemono Friends),84,79,63,8,8,3583
Horizon Ariadust,83,79,63,8,8,3584
Meisho Doto,82,79,63,8,8,3585
Amemiya Nazuna,82,79,63,8,8,3586
I-19,81,79,63,8,8,3587
Vulpix,278,78,62,8,8,3588
Terezi Pyrope,138,78,62,8,8,3589
Asriel Dreemurr,131,78,62,8,8,3590
Minami Mirei,107,78,62,8,8,3591
Padparadscha,99,78,62,8,8,3592
Kira Hiroto (Ares),98,78,62,8,8,3593
Ky Kiske,97,78,62,8,8,3594
Regis Altare,96,78,62,8,8,3595
Maribel Hearn,96,78,62,8,8,3596
Tsunashi Takuto,95,78,62,8,8,3597
Yuuki Mikan,95,78,62,8,8,3598
Kenjou Akira,94,78,62,8,8,3599
Diana Cavendish,93,78,62,8,8,3600
Rutile (Mahoutsukai no Yakusoku),93,78,62,8,8,3601
Fiolina Germi,92,78,62,8,8,3602
Lancer (Ibaraki-douji),92,78,62,8,8,3603
Kitashirakawa Tamako,90,78,62,8,8,3604
Mujina (SSSS.DYNAZENON),89,78,62,8,8,3605
Shou (Pokﾃｩmon),89,78,62,8,8,3606
Velvet Crowe,89,78,62,8,8,3607
Archer (Helena Blavatsky),88,78,62,8,8,3608
Shimamura Charlotte,87,78,62,8,8,3609
Morikubo Nono,85,78,62,8,8,3610
Rapi (Red Hood),85,78,62,8,8,3611
Xin Hua,84,78,62,8,8,3612
I-13 (Kantai Collection),83,78,62,8,8,3613
Watari Asuka,82,78,62,8,8,3614
